0,0,10,5,2,7
0.02,0,10,5,2,7
0.04,0,10,5,2,7
0.06,0,10,5,2,7
0.08,0,10,5,2,7
0.1,0,10,5,2,7
0.12,0,10,5,2,7
0.14,0,10,5,2,7
0.16,0,10,5,2,7
0.18,0,10,5,2,7
0.2,0,10,5,2,7
0.22,0,10,5,2,7
0.24,0,10,5,2,7
0.26,0,10,5,2,7
0.28,0,10,5,2,7
0.3,0,10,5,2,7
0.32,0,10,5,2,7
0.34,0,10,5,2,7
0.36,0,10,5,2,7
0.38,0,10,5,2,7
0.4,0,10,5,2,7
0.42,0,10,5,2,7
0.44,0,10,5,2,7
0.46,0,10,5,2,7
0.48,0,10,5,2,7
0.5,0,10,5,2,7
0.52,0,10,5,2,7
0.54,0,10,5,2,7
0.56,0,10,5,2,7
0.58,0,10,5,2,7
0.6,0,10,5,2,7
0.62,0,10,5,2,7
0.64,0,10,5,2,7
0.66,0,10,5,2,7
0.68,0,10,5,2,7
0.7,0,10,5,2,7
0.72,0,10,5,2,7
0.74,0,10,5,2,7
0.76,0,10,5,2,7
0.78,0,10,5,2,7
0.8,0,10,5,2,7
0.82,0,10,5,2,7
0.84,0,10,5,2,7
0.86,0,10,5,2,7
0.88,0,10,5,2,7
0.9,0,10,5,2,7
0.92,0,10,5,2,7
0.94,0,10,5,2,7
0.96,0,10,5,2,7
0.98,0,10,5,2,7
1.0,0,10,5,2,7
1.02,0,10,5,2,7
1.04,0,10,5,2,7
1.06,0,10,5,2,7
1.08,0,10,5,2,7
1.1,0,10,5,2,7
1.12,0,10,5,2,7
1.14,0,10,5,2,7
1.16,0,10,5,2,7
1.18,0,10,5,2,7
1.2,0,10,5,2,7
1.22,0,10,5,2,7
1.24,0,10,5,2,7
1.26,0,10,5,2,7
1.28,0,10,5,2,7
1.3,0,10,5,2,7
1.32,0,10,5,2,7
1.34,0,10,5,2,7
1.36,0,10,5,2,7
1.38,0,10,5,2,7
1.4,0,10,5,2,7
1.42,0,10,5,2,7
1.44,0,10,5,2,7
1.46,0,10,5,2,7
1.48,0,10,5,2,7
1.5,0,10,5,2,7
1.52,0,10,5,2,7
1.54,0,10,5,2,7
1.56,0,10,5,2,7
1.58,0,10,5,2,7
1.6,0,10,5,2,7
1.62,0,10,5,2,7
1.64,0,10,5,2,7
1.66,0,10,5,2,7
1.68,0,10,5,2,7
1.7,0,10,5,2,7
1.72,0,10,5,2,7
1.74,0,10,5,2,7
1.76,0,10,5,2,7
1.78,0,10,5,2,7
1.8,0,10,5,2,7
1.82,0,10,5,2,7
1.84,0,10,5,2,7
1.86,0,10,5,2,7
1.88,0,10,5,2,7
1.9,0,10,5,2,7
1.92,0,10,5,2,7
1.94,0,10,5,2,7
1.96,0,10,5,2,7
1.98,0,10,5,2,7
2.0,0,10,5,2,7
2.02,0,10,5,2,7
2.04,0,10,5,2,7
2.06,0,10,5,2,7
2.08,0,10,5,2,7
2.1,0,10,5,2,7
2.12,0,10,5,2,7
2.14,0,10,5,2,7
2.16,0,10,5,2,7
2.18,0,10,5,2,7
2.2,0,10,5,2,7
2.22,0,10,5,2,7
2.24,0,10,5,2,7
2.26,10
2.28,10
2.3,10
2.32,10
2.34,10
2.36,10
2.38,10
2.4,10
2.42,10
2.44,10
2.46,10
2.48,10
2.5,10
2.52,10
2.54,10
2.56,10
2.58,10
2.6,10
2.62,10
2.64,10
2.66,10
2.68,10
2.7,10
2.72,10
2.74,10
2.76,10
2.78,10
2.8,10
2.82,10
2.84,10
2.86,10
2.88,10
2.9,10
2.92,10
2.94,10
2.96,10
2.98,10
3.0,10
3.02,10
3.04,10
3.06,10
3.08,10
3.1,10
3.12,10
3.14,10
3.16,10
3.18,10
3.2,10
3.22,10
3.24,10
3.26,10
3.28,10
3.3,10
3.32,10
3.34,10
