#,,base:cevent_training_trial_type,,,,,cevent_training_eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,individual_prop,,,,,,,,,,,,,,,,,,individual_mean_dur,,,,,,,,,,,,,,,,,,individual_freq,,,,,,,,,,,,,,,,,
#,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#subID,expID,onset,offset,category,trialsID,instanceID,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all
18611,186,0,2.25,1,1,1,0,0.11511,0,0,0.10667,0,0.070667,0,0,0.43244,0,0,0,0,0,0,0,0,0,0.259,0,0,0.24,0,0.159,0,0,0.4865,0,0,0,0,0,0,0,0,0,26.667,0,0,26.667,0,26.667,0,0,53.333,0,0,0,0,0,0,0,0
18611,186,11.45,13.7,3,1,2,0,0,0.17644,0.053333,0,0.22222,0,0,0,0,0,0,0,0.39911,0,0,0,0,0,0,0.397,0.12,0,0.5,0,0,0,0,0,0,0,0.449,0,0,0,0,0,0,26.667,26.667,0,26.667,0,0,0,0,0,0,0,53.333,0,0,0,0
18611,186,22.9,25.15,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0.59244,0.14178,0,0,0,0,0.13289,0,0,0,0,0,0,0,0,0,0,0,0.6665,0.319,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,53.333,26.667,0,0,0,0,26.667
18611,186,34.35,36.6,1,1,4,0,0,0,0,0,0,0,0,0.72578,0,0,0,0,0,0,0.19822,0,0,0,0,0,0,0,0,0,0,1.633,0,0,0,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,26.667,0,0
18611,186,45.8,48.05,2,1,5,0,0.32889,0,0.13244,0,0.17644,0,0,0,0.25022,0,0,0,0,0,0,0,0,0,0.37,0,0.298,0,0.397,0,0,0,0.563,0,0,0,0,0,0,0,0,0,53.333,0,26.667,0,26.667,0,0,0,26.667,0,0,0,0,0,0,0,0
18611,186,57.25,59.5,2,1,6,0.11422,0,0.017333,0,0,0,0,0,0,0,0,0.088444,0.612,0,0,0,0,0,0.257,0,0.039,0,0,0,0,0,0,0,0,0.199,1.377,0,0,0,0,0,26.667,0,26.667,0,0,0,0,0,0,0,0,26.667,26.667,0,0,0,0,0
18611,186,68.7,70.95,1,1,7,0,0,0,0,0,0,0,0,0.31022,0,0,0,0,0,0,0,0.32444,0.24044,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0.365,0.541,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,53.333,26.667
18611,186,80.15,82.4,2,1,8,0,0.25689,0,0,0,0,0,0.39156,0,0,0.096,0,0,0,0,0.19556,0,0,0,0.578,0,0,0,0,0,0.881,0,0,0.216,0,0,0,0,0.44,0,0,0,26.667,0,0,0,0,0,26.667,0,0,26.667,0,0,0,0,26.667,0,0
18611,186,91.6,93.85,1,1,9,0,0,0,0.35644,0.071556,0,0.31867,0,0,0,0,0,0,0,0,0,0.097333,0,0,0,0,0.401,0.161,0,0.717,0,0,0,0,0,0,0,0,0,0.219,0,0,0,0,53.333,26.667,0,26.667,0,0,0,0,0,0,0,0,0,26.667,0
18611,186,103.05,105.3,3,1,10,0,0,0.37556,0,0,0,0,0,0,0,0,0,0,0.36311,0.088444,0,0,0,0,0,0.4225,0,0,0,0,0,0,0,0,0,0,0.817,0.199,0,0,0,0,0,53.333,0,0,0,0,0,0,0,0,0,0,26.667,26.667,0,0,0
18611,186,114.5,116.75,1,1,11,0,0,0,0,0,0,0,0.19556,0,0,0,0,0,0,0,0.36311,0,0.15067,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.817,0,0.339,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,26.667,0,26.667
18611,186,125.95,128.2,1,1,12,0.14267,0,0,0,0,0,0,0.088889,0,0,0,0,0,0.26667,0,0,0,0.32711,0.321,0,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0,0.368,26.667,0,0,0,0,0,0,26.667,0,0,0,0,0,26.667,0,0,0,53.333
18611,186,137.4,139.65,1,1,13,0,0,0,0,0.12533,0,0.15956,0,0,0,0,0.456,0,0.15956,0,0,0,0,0,0,0,0,0.282,0,0.359,0,0,0,0,0.342,0,0.359,0,0,0,0,0,0,0,0,26.667,0,26.667,0,0,0,0,80,0,26.667,0,0,0,0
18611,186,148.85,151.1,2,1,14,0,0,0.30933,0,0,0,0,0,0.15956,0,0,0,0.20356,0,0,0.13289,0,0,0,0,0.696,0,0,0,0,0,0.359,0,0,0,0.458,0,0,0.299,0,0,0,0,26.667,0,0,0,0,0,26.667,0,0,0,26.667,0,0,26.667,0,0
18611,186,160.3,162.55,2,1,15,0,0,0,0,0.25911,0,0,0,0,0,0.23867,0,0,0,0.16933,0,0,0,0,0,0,0,0.2915,0,0,0,0,0,0.537,0,0,0,0.381,0,0,0,0,0,0,0,53.333,0,0,0,0,0,26.667,0,0,0,26.667,0,0,0
18611,186,171.75,174,2,1,16,0,0,0,0,0,0.10533,0,0,0.12578,0,0,0.26533,0,0,0.17067,0,0,0,0,0,0,0,0,0.237,0,0,0.283,0,0,0.597,0,0,0.384,0,0,0,0,0,0,0,0,26.667,0,0,26.667,0,0,26.667,0,0,26.667,0,0,0
18611,186,183.2,185.45,1,1,17,0.041333,0,0,0.29511,0,0,0,0,0,0,0,0,0,0,0.19378,0.23111,0,0,0.093,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0.436,0.52,0,0,26.667,0,0,26.667,0,0,0,0,0,0,0,0,0,0,26.667,26.667,0,0
18611,186,194.65,196.9,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22133,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,26.667,0
18611,186,206.1,208.35,2,1,19,0,0.27422,0,0,0,0,0,0,0,0,0.13778,0,0,0,0,0,0,0,0,0.3085,0,0,0,0,0,0,0,0,0.10333,0,0,0,0,0,0,0,0,53.333,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
